,title,quote
5191,the ladykillers,I can't really play the buttsack.
5192,the ladykillers,We want that doughnut money!
5193,the ladykillers,"Niggas! Two thousand years after Jesus, thirty years after Martin Luther King, the age of Montel; sweet Lord of mercy is that where we at?"
5194,the ladykillers,"You, madam, are addressing a man, who is in fact quiet... and yet, not quiet, if I may offer to you a riddle."
5195,the ladykillers,You brought your bitch to the Waffle Hut?
5196,the ladykillers,"And what, to flog a horse, that if not dead is at this point in mortal danger of expiring, does this little square represent?"
5197,the ladykillers,Easiest thing in the world.
5198,the ladykillers,"Oh look at this, I got blueberry syrup on my safari jacket."
5199,the ladykillers,"Uh, can you wield the device with your maimed extremity?"
5200,the last boy scout,"Nobody likes you. Everybody hates you. You're gonna lose. Smile, you fuck."
5201,the last boy scout,"She's hot, Joe. She rates a three on my finger scale. That means I'd cut off three of my fingers if God would let me fuck her."
5202,the last boy scout,"It's okay. It's okay, folks. It's okay. It's okay. Thank you. Thank you. Danger is my middle name. Don't try this at home, folks. I'm a trained professional. There's me, and there's Super Dave."
5203,the last boy scout,"I told you, if you ever touch me again, I'll kill you."
5204,the last of the mohicans,It was a war party. That means they're going to be attacking up and down the frontier.
5205,the last of the mohicans,Someday I think you and I are going to have a serious disagreement.
5206,the last of the mohicans,I just dropped in to see how you boys was doing.
5207,the last of the mohicans,"You've done everything you can do. Save yourself! If the worst happens, and only one of us survives, something of the other does, too."
5208,the last of the mohicans,In case your aim's any better than your judgment.
5209,the last of the mohicans,"Death and honor are thought to be the same, but today I have learned that sometimes they are not."
5210,the last of the mohicans,"Great Spirit, Maker of All Life. A warrior goes to you swift and straight as an arrow shot into the sun. Welcome him and let him take his place at the council fire of my people. He is Uncas, my son. Tell them to be patient and ask death for speed; for they are all there but one - I, Chingachgook - Last of the Mohicans."
5211,the last of the mohicans,"I am Le Long Carabine! My death is a great honor to the Huron, take me!"
5212,the last of the mohicans,"When the Grey Hair is dead, Magua will eat his heart. Before he dies, Magua will put his children under the knife, so the Grey Hair will know his seed is wiped out forever."
5213,the last of the mohicans,"You've complimented me with your persistence and patience, but the decision I've come to is this. I would rather make the gravest of mistakes than surrender my own judgment."
5214,the last samurai,Son of a bitch thinks he can win.
5215,the last samurai,"My ancestors have ruled Japan for 2,000 years. And for all that time we have slept. During my sleep I have dreamed. I dreamed of a unified Japan. Of a country strong and independent and modern... And now we are awake. We have railroads and cannon, Western clothing. But we cannot forget who we are. Or where we come from."
5216,the last samurai,"The perfect blossom is a rare thing. You could spend your life looking for one, and it would not be a wasted life."
5217,the last station,"Look at me! This is who I am, *this* is what you married. We may be older, maybe we're old, but I'm still your little chicken. And you're still my big cock."
5218,the last station,"If I had a wife like you, I would have blown my brains out. Or gone to America."
5219,the leopard man,"Wish he'd ""Front Page"" for me."
5220,the leopard man,I thought you'd might like to strut the kitten right in the middle of her act.
5221,the leopard man,It may sound like music to her. I can do better with my teeth in a cold shower.
5222,the leopard man,"Mamacita, let me in! Let me in! Let me in! If you love me, let me in!"
5223,the leopard man,"You don't get the idea, mister. These cops banging those pans, flashing those lights, they're gonna scare that poor cat of mine. Cats are funny, mister. They don't want to hurt you, but if you scare them they go crazy. These cops, they don't know what they're doing."
5224,the life of david gale,There once was a lesbian from Cancun/ who took a young man up to her room/ where they argued all night/ as to who had the right/ to do what and how much and to whom.
5225,the life of david gale,"You work so hard not to be seen as a sex object. Before long, you're not seen at all."
5226,the life of david gale,"There once was a girl named Berlin. Who wanted it now and again. Not ""now and again"". But Now! And again and again and again."
5227,the life of david gale,"As the poets have mournfully sung/ death takes the innocent young/ the screamingly funny,/ the rolling in money,/ and those who are very well hung."
5228,the limey,"If you could afford a place like this, you'd buy a place like this."
5229,the limey,There's one thing I don't understand. The thing I don't understand is every motherfuckin' word you're saying.
5230,the limey,"You tell him, you tell him I'm coming. Tell him I'm fucking coming!"
5231,the limey,"Why don't they make shows about people's daily lives you'd be interested in watching? You know, like ""Sick Old Man"" or ""Skinny Little Weakling."" ""Big Fat Guy."" Wouldn't you watch a show called ""Big Fat Guy""? I'd watch that fucking show."
5232,the little mermaid,"Gee, you must have really been through something."
5233,the long kiss goodnight,"They're gonna blow my head off, you know. This is the last time I'll ever be pretty."
5234,the long kiss goodnight,"Suck my dick, every one of you bastards."
5235,the long kiss goodnight,"I let you touch me, cowboy. I think I need a bath."
5236,the long kiss goodnight,No. It's not a fantasy. I'm in the goddamn P.T.A...
5237,the long kiss goodnight,Die screaming motherfucker.
5238,the long kiss goodnight,"Don't give me attitude, sir."
5239,the long kiss goodnight,Life is pain. Get used to it.
5240,the long kiss goodnight,You couldn't hit a lake if you were standing on the bottom.
5241,the long kiss goodnight,...It ain't over. You're going to die screaming... and I'm going to watch. Am I telling the truth?
5242,the long kiss goodnight,"What I'm saying is, back when we first met, you were all like ""Oh phooey, I burned the darn muffins."" Now, you go into a bar, ten minutes later, sailors come runnin' out. What up with that?"
5243,the losers,"So... you, uh, ladies liking the angle of the dangle?"
5244,the losers,"I'm warning you, I am a lethal killing machine. It was a secret government experiment. They did stuff to me. Spooky stuff... Anal stuff. It turned me into a dangerous telekinetic. As the ancient Tibetan Philosophy states ""Don't start none, won't be none!"""
