Cast;Country;Country - Split 1;Country - Split 2;Date Added;Date Added (copy);Date Added (group);Description;Director;Duration;Genre;Genre_Color;Listed In;Listed In - Split 2;Rating;Release Year;Release Year (group);Show Id;Title;Type;1;Count_Country;Count_Title
Jasper Liu, Mandy Wei, Jet Chao, Ivy Shao, Tina Chou, Kao Meng-Chieh;Taiwan;Taiwan;;01/10/2016;01/10/2016;2016-10-01;On a visit to his hometown, a rich bachelor seeks revenge on the woman who broke his heart 10 years ago. But his plan doesn't go as expected.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Comedies;TV;TV-14;2015;2010's;s7582;When I See You Again;TV Show;100;1;1
Syazwan Zulkifli, Sqikin Kamal, Leez Rosli, Bil Azali, Shenthy Feliziana, Jasmine Suraya, Aleza Shadan, Nina Iskandar;;;;01/12/2017;01/12/2017;2017-12-01;The son of poor farmers leaves his village to seek his fortune in Kuala Lumpur, where he meets a young woman who's also trying to better her life.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Dramas;TV;TV-14;2015;2010's;s4735;Padamu Aku Bersujud;TV Show;100;0;1
Mira Filzah, Ady Putra, Fadlan Hazim, Shima Anuar, Nazeera Sardi, Dian P. Ramlee, Wan Sharmila, Rosnah Johari, Idris Md Diah;;;;08/05/2019;08/05/2019;2019-05-08;A wedding planner and an ex-Marine both have been unlucky in love. But a chance meeting and a spat over a parking space soon change all that.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Dramas;TV;TV-14;2015;2010's;s1393;Cinta Si Wedding Planner;TV Show;100;0;1
Joe Cheng, Lulu Xu, Jiro Wang, Viann Zhang, Han Chengyu;China;China;;10/06/2017;10/06/2017;2017-06-10;In a luxurious condominium complex with draconian rules forbidding all romance, two residents fall in love and dare to start a secret relationship.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Dramas;TV;TV-14;2015;2010's;s5632;Singles Villa;TV Show;100;1;1
Pankhuri Awasthy, Saurabh Pandey, Rohit Purohit, Sooraj Tapar, Mohit Abrol, Seema Kapoor;India;India;;01/04/2017;01/04/2017;2017-04-01;This sweeping historical drama charts the rise of a remarkable real-life figure, the first woman to ever rule the Delhi Sultanate.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Dramas;TV;TV-14;2015;2010's;s5110;Razia Sultan;TV Show;100;1;1
Saharul Ridzwan, Mia Ahmad, Hafreez Adam, Hafeez Mikhail, Nadzmi Adhwa, Bella Nazari;Indonesia;Indonesia;;21/08/2017;21/08/2017;2017-08-21;Sparks of both passion and contempt fly when a self-sufficient architect is forced to work with a snobbish industrialist.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Dramas;TV;TV-14;2015;2010's;s2650;Hati Perempuan;TV Show;100;1;1
Kingone Wang, Lorene Ren, Sean Lee, Nita Lei, William Liao;Taiwan;Taiwan;;01/10/2016;01/10/2016;2016-10-01;After losing his sight and his fiancee in an accident, a man hires a caregiver who mysteriously sounds – and looks – just like his late girlfriend.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Dramas;TV;TV-14;2015;2010's;s5707;Someone Like You;TV Show;100;1;1
Natalia Reyes, Michelle Orozco, Majida Issa, Ernesto Benjumea, Viña Machado, Carlos Mariño, Alberto Cardeño, Fabio Restrepo, Juan Pablo Barragán, Maria Jose Vargas;Colombia;Colombia;;01/04/2018;01/04/2018;2018-04-01;This series tells the life story of Colombian film star Lady Tabares, who was plucked off the mean streets to star in a film and quickly rose to fame.;;1 Season;International;A;International TV Shows, Spanish-Language TV Shows, TV Dramas;TV;TV-14;2015;2010's;s3520;Lady, la vendedora de rosas;TV Show;100;1;1
Umang Jain, Indraneil Sengupta, Rohit Bakshi, Karan Suchak, Shresth Kumar, Ankit Gera, Rushiraj Pawar, Nikita Sharma, Varun Kapoor, Kamalika Guha Thakurta, Sahil Uppal, Charu Asopa;India;India;;15/04/2017;15/04/2017;2017-04-15;After years spent in isolation, a young girl with extraordinary powers returns to human society to battle dark, mythological beings.;;1 Season;International;A;International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy;TV;TV-14;2015;2010's;s3865;Maharakshak Devi;TV Show;100;1;1
Vladimir Zelenskiy, Natalya Sumskaya, Viktor Saraykin, Stanislav Boklan, Ekaterina Kisten, Anna Koshmal, Yelena Kravets, Aleksandr Pikalov, Evgeniy Koshevoy, Yuri Krapov;Ukraine;Ukraine;;01/03/2017;01/03/2017;2017-03-01;After a Ukrainian high school teacher's tirade against government corruption goes viral on social media, he finds himself the country's new president.;;1 Season;International;A;International TV Shows, TV Comedies;TV;TV-14;2015;2010's;s5503;Servant of the People;TV Show;100;1;1
Syafie Naswip, Ardell Aryana, Naim Daniel, Shafieq Shazwan, Fimie Don, Afieq Syazwan, Amyza Aznan, Azhan Rani, Ahmad Iswazir;;;;29/12/2017;29/12/2017;2017-12-29;After the death of his father, a passive and good-natured teenager named Wadi struggles with family, work and love.;;1 Season;International;A;International TV Shows, TV Dramas;TV;TV-14;2015;2010's;s7456;Wadi;TV Show;100;0;1
Amyra Rosli, Fadlan Hazim, Maria Farida, Sharifah Haslinda, Syafiq Kyle, Sasqia Dahuri, Raja Ema, Faye Kusairi, Puteri Octovia, Roy Azman, Norlia Ghani;Malaysia;Malaysia;;01/12/2017;01/12/2017;2017-12-01;After discovering that she was adopted as an infant, a young woman embarks on a perilous quest to connect with her biological mother.;;1 Season;International;A;International TV Shows, TV Dramas;TV;TV-14;2015;2010's;s1739;Dhia Sofea;TV Show;100;1;1
Gökçe Bahadır, Engin Öztürk, Onur Saylak;Turkey;Turkey;;12/07/2017;12/07/2017;2017-07-12;A nurse escapes from her surgeon fiancé after his ex reveals his dark secrets. She later finds love again, but a car accident changes everything.;Neslihan Yesilyurt;1 Season;International;A;International TV Shows, TV Dramas, TV Thrillers;TV;TV-14;2015;2010's;s2475;Gonul;TV Show;100;1;1
Shantel VanSanten, Diogo Morgado, JD Pardo, Joel Courtney, Jon Fletcher, Sofia Black D'Elia, Anna Diop, Craig Frank;United States;United States;;17/04/2016;17/04/2016;2016-04-17;A group of strangers who are killed by a mysterious object soon come back to life and learn they have been chosen to prevent the apocalypse.;;1 Season;TV;A;TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy;Dramas,;TV-14;2015;2010's;s6661;The Messengers;TV Show;100;1;1
Noriaki Sugiyama, Kana Ueda, Ayako Kawasumi, Junichi Suwabe, Noriko Shitaya, Mai Kadowaki, Masaki Terasoma, Nobutoshi Canna, Atsuko Tanaka, Shinichiro Miki, Yuu Asakawa, Miki Ito, Hiroshi Kamiya, Jouji Nakata, Tomokazu Seki;Japan;Japan;;20/12/2018;20/12/2018;2018-12-20;High school students Rin and Shiro pair up as allies when they're chosen to compete in a secret tournament for possession of the Holy Grail.;;2 Seasons;Anime;A;Anime Series, International TV Shows;Series,;TV-14;2015;2010's;s2129;Fate/stay night: Unlimited Blade Works;TV Show;100;1;1
Ayumu Murase, Kaito Ishikawa, Satoshi Hino, Miyu Irino, Yu Hayashi, Koki Uchiyama, Soma Saito, Nobuhiko Okamoto, Yoshimasa Hosoya, Toshiki Masuda, Kaori Nazuka, Hiroshi Kamiya, Kazunari Tanaka, Daisuke Namikawa, Hiroyuki Yoshino, Sumire Morohoshi, Yuichi Nakamura, Yuki Kaji, Shinnosuke Tachibana, Mark Ishii, Ryohei Kimura, Ryota Takeuchi, Hisao Egawa, Subaru Kimura;Japan;Japan;;01/11/2019;01/11/2019;2019-11-01;Inspired by a championship match he sees on TV, junior high schooler Hinata joins a volleyball club and begins training, despite his short height.;;2 Seasons;Anime;A;Anime Series, International TV Shows, Teen TV Shows;Series,;TV-14;2015;2010's;s2577;Haikyu!!;TV Show;100;1;1
Onur Tuna, Serhat Tutumluer, Mehmet Özgür, Naz Elmas, Kayra Şenocak, Kamil Güler, Ceyhun Ergin, Burcu Çoban, Umut Kırcalı, Sencer Serta;Turkey;Turkey;;15/04/2017;15/04/2017;2017-04-15;In 19th-century Istanbul, a young police officer investigates crimes and falls in love with the daughter of a wealthy merchant conspiring against him.;;2 Seasons;Crime;A;Crime TV Shows, International TV Shows, TV Action & Adventure;TV;TV-14;2015;2010's;s2161;Filinta;TV Show;100;1;1
Louise Roe;;;;14/12/2018;14/12/2018;2018-12-14;In this reality series, physique meets fashion as contestants compete in challenges to transform both body and image for the grand prize of $100,000.;;2 Seasons;International;A;International TV Shows, Reality TV;TV;TV-14;2015;2010's;s2194;Fit for Fashion;TV Show;100;0;1
Doval'e Glickman, Michael Aloni, Ayelet Zurer, Neta Riskin, Shira Haas, Sarel Piterman, Zohar Shtrauss, Orly Silbersatz Banai, Sasson Gabai, Shlomo Shitrit;Israel;Israel;;15/12/2018;15/12/2018;2018-12-15;A Haredi family living in an ultra-Orthodox neighborhood of Jerusalem reckons with love, loss and the doldrums of daily life.;;2 Seasons;International;A;International TV Shows, TV Dramas;TV;TV-14;2015;2010's;s5589;Shtisel;TV Show;100;1;1
Mook Worranit Thawornwong, Puttichai Kasetsin, Natcha Juntapan, Neen Suwanamas, Esther Supreeleela, Shaun Jindachote, Lapassalal Jiravechsoontornkul, Chatchawit Techarukpong;Thailand;Thailand;;15/02/2019;15/02/2019;2019-02-15;Young women face up to their insecurities and circumstances, finding love and laughs along the way. Featuring a different storyline every season.;;4 Seasons;International;A;International TV Shows, Romantic TV Shows, TV Dramas;TV;TV-14;2015;2010's;s7302;Ugly Duckling;TV Show;100;1;1
Emily Rose, Lucas Bryant, Nicholas Campbell, Eric Balfour, Richard Donat, John Dunsworth, Maurice Dean Wint, Adam Copeland;Canada, United States;Canada;United States;08/09/2015;08/09/2015;2015-09-08;Residents of Haven, Maine, are plagued by supernatural afflictions. To reveal the truth, FBI agent Audrey Parker must delve into her own strange past.;;5 Seasons;Classic;A;Classic & Cult TV, TV Horror, TV Mysteries;&;TV-14;2015;2010's;s2659;Haven;TV Show;100;1;1
Anna Silk, Kris Holden-Ried, Ksenia Solo, Richard Howland, Zoie Palmer, K.C. Collins;Canada;Canada;;17/04/2016;17/04/2016;2016-04-17;Discovering she's a succubus who sustains herself by feeding on the sexual energy of humans, seductive Bo sets out on a journey to understand herself.;;5 Seasons;TV;A;TV Dramas, TV Horror, TV Mysteries;Dramas,;TV-14;2015;2010's;s3731;Lost Girl;TV Show;100;1;1
Ken Jeong, Jim Rash, Donald Glover, Joel McHale, Gillian Jacobs, Danny Pudi, Alison Brie, Chevy Chase, Yvette Nicole Brown;United States;United States;;01/04/2020;01/04/2020;2020-04-01;When his degree is found bogus, lawyer Jeff Winger is sent back to college, where he meets students and teachers with credentials as dubious as his.;;6 Seasons;TV;A;TV Comedies;Comedies;TV-14;2015;2010's;s1476;Community;TV Show;100;1;1
Lea Michele, Chris Colfer, Jane Lynch, Matthew Morrison, Cory Monteith, Naya Rivera, Kevin McHale, Jenna Ushkowitz, Amber Riley, Mark Salling, Heather Morris, Harry Shum Jr., Jayma Mays, Dianna Agron;United States;United States;;18/07/2015;18/07/2015;2015-07-18;Amid relationship woes and personal attacks from a wicked cheerleading coach, a teacher fights to turn underdog glee club members into winners.;;6 Seasons;TV;A;TV Comedies, TV Dramas, Teen TV Shows;Comedies,;TV-14;2015;2010's;s2436;Glee;TV Show;100;1;1
Amy Poehler, Rashida Jones, Aziz Ansari, Nick Offerman, Aubrey Plaza, Chris Pratt, Jim O'Heir, Retta, Adam Scott, Rob Lowe, Paul Schneider;United States;United States;;13/01/2016;13/01/2016;2016-01-13;In this Emmy-nominated comedy, an employee with a rural Parks and Recreation department is full of energy and ideas but bogged down by bureaucracy.;;7 Seasons;TV;A;TV Comedies;Comedies;TV-14;2015;2010's;s4780;Parks and Recreation;TV Show;100;1;1
Daisuke Ono, Tomokazu Sugita, Takahiro Sakurai, Keiji Fujiwara, Akira Ishida, Katsuyuki Konishi, Yoko Hikasa, Ai Kayano, Takehito Koyasu, Hiroki Touchi;Japan;Japan;;14/07/2016;14/07/2016;2016-07-14;The Magi who became High King of the Seven Seas started as a boy determined to make the world a better place. He begins with a dangerous dungeon.;;1 Season;Anime;A;Anime Series, International TV Shows;Series,;TV-14;2016;2010's;s3853;Magi: Adventure of Sinbad;TV Show;100;1;1
Tao Tsuchiya, Shinnosuke Mitsushima, Aoi Yuki, Chinatsu Akasaki, Yo Taichi, Akari Kito, Ayaka Nanase, Yukitoshi Kikuchi, Takahiro Mizushima, Minami Takayama, Mitsuru Miyamoto;Japan;Japan;;01/09/2020;01/09/2020;2020-09-01;Satoru Fujinuma can travel back in time to save others' lives. When he wakes up 18 years in the past, he has a chance to save his murdered classmates.;;1 Season;Anime;A;Anime Series, International TV Shows, TV Thrillers;Series,;TV-14;2016;2010's;s2021;Erased;TV Show;100;1;1
;United Kingdom;United Kingdom;;01/08/2017;01/08/2017;2017-08-01;Top medical, criminal and psychological experts analyze the motives and methods of nurses who use their positions to kill rather than heal.;;1 Season;British;A;British TV Shows, Crime TV Shows, Docuseries;TV;TV-14;2016;2010's;s4554;Nurses Who Kill;TV Show;100;1;1
Richard Lintern;United Kingdom;United Kingdom;;12/07/2019;12/07/2019;2019-07-12;This documentary series tries to get at the root of some of the most heinous crimes ever committed by deranged, cold-blooded criminals.;;1 Season;British;A;British TV Shows, Crime TV Shows, Docuseries;TV;TV-14;2016;2010's;s2001;Encounters with Evil;TV Show;100;1;1
Jill Halfpenny;United Kingdom;United Kingdom;;02/10/2019;02/10/2019;2019-10-02;Dream homes turn into property nightmares when mold, maggots, natural disasters and other inconveniences move in.;;1 Season;British;A;British TV Shows, Docuseries, International TV Shows;TV;TV-14;2016;2010's;s2811;Horror Homes;TV Show;100;1;1
Mary Portas;United Kingdom;United Kingdom;;26/07/2019;26/07/2019;2019-07-26;Retail consultant Mary Portas collaborates with Britain's most complained-about stores to help them better serve fed-up customers.;;1 Season;British;A;British TV Shows, International TV Shows, Reality TV;TV;TV-14;2016;2010's;s3975;Mary Portas: Secret Shopper;TV Show;100;1;1
Dan Snow, Felicity Ashton, Kevin Fong, Alisdair Simpson;United Kingdom;United Kingdom;;01/02/2019;01/02/2019;2019-02-01;A team of modern-day adventurers follows the footsteps of the money-hungry explorers who trekked the Klondike in search of Canadian gold.;;1 Season;British;A;British TV Shows, Reality TV;TV;TV-14;2016;2010's;s4669;Operation Gold Rush;TV Show;100;1;1
Ana Serradilla, Julián Román, Ramiro Meneses, Juan Pablo Gamboa, Eileen Moreno, Luis Alfredo Velasco, Margarita Reyes, Alexander Gil, Luis Roberto Guzmán, Raúl Méndez;Colombia, Mexico, United States;Colombia;Mexico;15/01/2019;15/01/2019;2019-01-15;Beautiful and ruthless Griselda Blanco, known as the queen of cocaine, becomes Pablo Escobar's boss and governs a world of deceit and death.;Alejandro Lozano;1 Season;Crime;A;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;TV;TV-14;2016;2010's;s3507;La Viuda Negra;TV Show;100;1;1
Lan Cheng-lung, Esther Yeh, He Yu-chen, Greg Han;;;;01/08/2017;01/08/2017;2017-08-01;A new teacher finds herself in an unenviable situation after witnessing a troubling interaction between an administrator and a student.;;1 Season;Crime;A;Crime TV Shows, International TV Shows, TV Dramas;TV;TV-14;2016;2010's;s2657;Have You Ever Fallen in Love, Miss Jiang?;TV Show;100;0;1
Bryan Shu-Hao Chang, Jian Man-shu, Yen Tsao, Sun Ke-fang, Allen Chen, Jake Hsu, Chu Sheng-ping, Blue Lan;Taiwan;Taiwan;;01/08/2017;01/08/2017;2017-08-01;While vacationing at a mountain cabin, a group of longtime friends uncovers an old scandal that could have deadly consequences.;;1 Season;Crime;A;Crime TV Shows, International TV Shows, TV Dramas;TV;TV-14;2016;2010's;s1423;Close Your Eyes Before It’s Dark;TV Show;100;1;1
Rob Sitch, Santo Cilauro, Tom Gleisner, Rebecca Massey, Lucia Mastrantone;Australia;Australia;;02/12/2016;02/12/2016;2016-12-02;In this animated satire, a covert squad of operatives short on smarts but long on confidence tackles crime on the glitzy Gold Coast of Australia.;;1 Season;Crime;A;Crime TV Shows, TV Comedies;TV;TV-14;2016;2010's;s4732;Pacific Heat;TV Show;100;1;1
Peyton List, Riley Smith, Mekhi Phifer, Devin Kelley, Lenny Jacobson, Daniel Bonjour, Anthony Ruivivar;United States;United States;;04/09/2017;04/09/2017;2017-09-04;A detective seizes a precious opportunity to change the past when she finds she can communicate with her deceased, estranged father via a time warp.;;1 Season;Crime;A;Crime TV Shows, TV Dramas, TV Mysteries;TV;TV-14;2016;2010's;s2283;Frequency;TV Show;100;1;1
;;;;02/09/2016;02/09/2016;2016-09-02;Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.;;1 Season;Docuseries;A;Docuseries;;TV-14;2016;2010's;s1307;Chef's Table: France;TV Show;100;0;1
Michael Pollan;United States;United States;;19/02/2016;19/02/2016;2016-02-19;As he tries his hand at baking, brewing and braising, acclaimed food writer Michael Pollan explores how cooking transforms food and shapes our world.;;1 Season;Docuseries;A;Docuseries;;TV-14;2016;2010's;s1495;Cooked;TV Show;100;1;1
Tory Belleci, Kari Byron, Grant Imahara;United States;United States;;09/12/2016;09/12/2016;2016-12-09;"Kari Byron, Tory Belleci and Grant Imahara rank history's greatest inventions, heists and more in this series from the producers of ""MythBusters.""";;1 Season;Docuseries;A;Docuseries, International TV Shows, Reality TV;International;TV-14;2016;2010's;s7603;White Rabbit Project;TV Show;100;1;1
Ji-yeon Park, Dong-ho Kang, Chul-woong Kang, Bo-hyun Ahn, Hak Jin, Se-jin Park, Kisum;South Korea;South Korea;;30/12/2016;30/12/2016;2016-12-30;An egotistic top male model and a pretty model wannabe are forced to live each other's lives until they figure out a way to undo their body switch.;;1 Season;International;A;International TV Shows, Korean TV Shows, Romantic TV Shows;TV;TV-14;2016;2010's;s4350;My Runway;TV Show;100;1;1
L, So-hui Yoon, Gi-du Kim, Chang-hwan Kim, Ji Su, Tae-im Lee, Nam-gil Kang;South Korea;South Korea;;10/03/2017;10/03/2017;2017-03-10;This fantasy drama follows an indie band singer who repeatedly undergoes unwanted time slips and the girlfriend he must save from an unlucky fate.;;1 Season;International;A;International TV Shows, Korean TV Shows, Romantic TV Shows;TV;TV-14;2016;2010's;s4649;One More Time;TV Show;100;1;1
