,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error
766,Lucky Star,1929,N/A,18 Aug 1929,100 min,"Drama, Romance",Frank Borzage,"John Hunter Booth (dialogue), H.H. Caldwell (titles), Katherine Hilliker (titles), Sonya Levien, Tristram Tupper (story ""Three Episodes in the Life of Timothy Osborn"")","Janet Gaynor, Charles Farrell, Guinn 'Big Boy' Williams, Paul Fix","Mary, a poor farm girl, meets Tim just as word comes that war has been declared. Tim enlists in the army and goes to the battlefields of Europe, where he is wounded and loses the use of his...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjBjNzhiZDMtYWNhMC00NWFlLTlmYWUtNjQ4MzlmYzUwOWY3XkEyXkFqcGdeQXVyMjQ3MTQ1MTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",N/A,7.7,"1,201",tt0020122,movie,09 Dec 2008,N/A,Fox Film Corporation,N/A,True,
767,Madame X,1929,Passed,17 Aug 1929,95 min,Drama,Lionel Barrymore,"Alexandre Bisson (from the play by), Willard Mack (dialogue)","Lewis Stone, Ruth Chatterton, Raymond Hackett, Holmes Herbert",A young lawyer unknowingly defends his mother who abandoned him when he was three.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTY0NjIyMTA0NF5BMl5BanBnXkFtZTgwODg5MDgxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}]",N/A,6.0,447,tt0020126,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,True,
768,The Manxman,1929,Not Rated,16 Dec 1929,110 min,"Drama, Romance",Alfred Hitchcock,"Hall Caine (novel), Eliot Stannard (scenario)","Carl Brisson, Malcolm Keen, Anny Ondra, Randle Ayrton","A fisherman and a rising young lawyer, who grew up as brothers, fall in love with the same girl.",English,"UK, Isle Of Man",N/A,https://m.media-amazon.com/images/M/MV5BZWYyMmEwNmYtYTc2My00NjA0LTlhMTgtMWUwZDNjNTI1NWUyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,6.2,"2,639",tt0020142,movie,10 Sep 2015,N/A,British International Pictures,N/A,True,
769,Marianne,1929,PASSED,24 Aug 1929,111 min,"Drama, Romance",Robert Z. Leonard,"Dale Van Every (story), Laurence Stallings (dialogue), Gladys Unger (dialogue)","Marion Davies, George Baxter, Lawrence Gray, Cliff Edwards","During World War I, a French girl is romanced by an American doughboy even though she is promised to a French soldier who is fighting at the front. She falls in love with the Yank however ...","English, French",USA,N/A,https://m.media-amazon.com/images/M/MV5BMDhmN2QwNDAtMDNiOS00MjY0LThmNzgtN2JmZmIxMzYxZTBiXkEyXkFqcGdeQXVyMjQ3MTQ1MTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,954,tt0020143,movie,N/A,N/A,MGM,N/A,True,
770,Marianne,1929,N/A,23 Jul 1931,80 min,Drama,Robert Z. Leonard,"Joseph Farnham (titles), Laurence Stallings, Gladys Unger, Dale Van Every (screenplay), Dale Van Every (story)","Marion Davies, Oscar Shaw, Fred Solm, Robert Ames",N/A,"None, English",USA,N/A,https://m.media-amazon.com/images/M/MV5BNjA0M2M5ZDItZGQyOC00NmQzLTk3ZDUtYzcyOGNjYjRmMmY4XkEyXkFqcGdeQXVyNjgyNTk4NTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,385,tt0020144,movie,N/A,N/A,MGM,N/A,True,
771,People on Sunday,1930,Not Rated,04 Feb 1930,73 min,"Comedy, Drama, Romance","Robert Siodmak, Edgar G. Ulmer, Rochus Gliese, Curt Siodmak, Fred Zinnemann","Billy Wilder (screenplay), Curt Siodmak (based on a reportage by)","Erwin Splettstößer, Brigitte Borchert, Wolfgang von Waltershausen, Christl Ehlers",Two men and two women enjoy a pleasant Sunday at the beach amid the unending toil of the working week.,None,Germany,N/A,https://m.media-amazon.com/images/M/MV5BZThhNDc4N2QtNDE3MC00YzE3LTkzM2YtOGExN2RjMTFmOWIxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.4,"2,800",tt0020163,movie,N/A,N/A,N/A,N/A,True,
772,Mexicali Rose,1929,N/A,26 Dec 1929,60 min,"Drama, Romance",Erle C. Kenton,"Norman Houston (dialogue), Gladys Lehman (dialogue), Gladys Lehman (story)","Barbara Stanwyck, Sam Hardy, William Janney, Louis Natheaux","A drama set in a border town gambling saloon. The owner falls in love with a promiscuous young girl. When she has an affair with another, he tosses her out of town. She gets revenge by marrying his younger brother.","English, Spanish",USA,N/A,https://m.media-amazon.com/images/M/MV5BMGI0MmNlZGItOGRkZS00MjdhLWI5YjQtYTAxOWVlYWQwMjdkXkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,159,tt0020166,movie,N/A,N/A,N/A,N/A,True,
773,Monte Cristo,1929,N/A,N/A,223 min,Adventure,Henri Fescourt,"Alexandre Dumas (novel), Auguste Maquet (novel), Henri Fescourt (scenario), Armand Salacrou (scenario)","Jean Angelo, Lil Dagover, Gaston Modot, Jean Toulout","After greedy men have Edmound Dantes unjustly imprisoned for 20 years for innocently delivering a letter entrusted to him, he escapes to get his revenge on them","None, French",France,N/A,https://m.media-amazon.com/images/M/MV5BMWE4NDY5NjctYjc2My00NTBlLTg4YmItYmU5ODIzOTE5NTE4XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,115,tt0020182,movie,N/A,N/A,N/A,N/A,True,
774,Mutter Kraussen,1929,N/A,30 Dec 1929,121 min,Drama,Phil Jutzi,"Willy Döll, Jan Fethke, Otto Nagel (stories), Heinrich Zille (story)","Alexandra Schmitt, Holmes Zimmermann, Ilse Trautschold, Gerhard Bienert",Mutter Krause and her children live in the poorer section of Berlin's Wedding district. The film depicts the cruelty of poverty and communism as a rescuing force that reaches Mutter Krause and the child too late.,German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BODkzNzFlNjItYmU1NC00N2VkLThmZjctYTM4ODJjZjY1ZTk3XkEyXkFqcGdeQXVyMTczMjA2Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,236,tt0020193,movie,N/A,N/A,N/A,N/A,True,
775,The Mysterious Dr. Fu Manchu,1929,N/A,10 Aug 1929,80 min,Thriller,Rowland V. Lee,"Lloyd Corrigan (dialogue), Lloyd Corrigan (screenplay), Sax Rohmer (story), Florence Ryerson (dialogue), Florence Ryerson (screenplay)","Warner Oland, Neil Hamilton, Jean Arthur, O.P. Heggie","During the Boxer Rebellion in China during the early 20th century, in which a Chinese secret society attacked all westerners and anyone who associated with them, Dr. Fu Manchu's wife and ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTUxODQ1MTk1MV5BMl5BanBnXkFtZTgwNjEwMTgxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,195,tt0020197,movie,N/A,N/A,N/A,N/A,True,
776,The Mysterious Island,1929,Passed,05 Oct 1929,95 min,"Adventure, Romance, Sci-Fi","Lucien Hubbard, Benjamin Christensen, Maurice Tourneur","Jules Verne (from the book by), Lucien Hubbard (screen play)","Lionel Barrymore, Jacqueline Gadsdon, Lloyd Hughes, Montagu Love","On a volcanic island near the kingdom of Hetvia rules Count Dakkar, a benevolent leader and scientist who has eliminated class distinction among the island's inhabitants. Dakkar, his ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTgwMDQzMDE3MV5BMl5BanBnXkFtZTgwNDg0OTMyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,6.1,579,tt0020198,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,True,
777,Navy Blues,1929,Passed,20 Dec 1929,77 min,"Comedy, Drama",Clarence Brown,"Raymond L. Schrock (story), Dale Van Every (adapted by), J.C. Nugent (dialogue), Elliott Nugent (dialogue), W.L. River (dialogue)","William Haines, Anita Page, Karl Dane, J.C. Nugent","On shore leave, a young sailor meets and falls in love with a pretty young blonde. He goes home with her to meet her parents, but they don't approve of him at all. Their daughter takes ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTEwMzMzNzI0OTNeQTJeQWpwZ15BbWU3MDYxNjU5OTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,526,tt0020210,movie,N/A,N/A,N/A,N/A,True,
778,New York Nights,1929,Passed,28 Dec 1929,82 min,"Crime, Drama, Music, Romance",Lewis Milestone,"Hugh Stanislaus Stange (play), Jules Furthman (adaptation)","Norma Talmadge, Gilbert Roland, John Wray, Lilyan Tashman",A chorus girl with marital woes is pursued by a gangster.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTkwOTExMzI5OF5BMl5BanBnXkFtZTgwOTczNzkxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,178,tt0020217,movie,N/A,N/A,N/A,N/A,True,
779,Noah's Ark,1928,Passed,23 Aug 1929,135 min,"Drama, War","Michael Curtiz, Darryl F. Zanuck","Darryl F. Zanuck (story), Anthony Coldeway (adaptation), De Leon Anthony (titles)","Dolores Costello, George O'Brien, Noah Beery, Louise Fazenda","The Biblical story of Noah and the Great Flood, with a parallel story of soldiers in the First World War.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNWZlZDhjZjAtNzUzMS00N2VkLTllM2UtYWE1NzIyZWQ5MmNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.5,666,tt0020223,movie,06 Sep 2019,N/A,Warner Bros.,N/A,True,
780,The Temporary Gentleman,1929,Not Rated,05 Apr 1929,135 min,Comedy,Jacques Feyder,"Francis de Croisset (play), Jacques Feyder, Charles Spaak, Robert de Flers (play)","Albert Préjean, Gaby Morlay, Charles Barrois, Léon Arvel",A theater electrician's love to a ballet dancer is tested when he is elected minister.,"None, French",France,N/A,https://m.media-amazon.com/images/M/MV5BOWU0MDQ1MzgtYzRkMy00NGIwLWEwYjItNWU0NTgyNjhkMDZiXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,144,tt0020228,movie,N/A,N/A,N/A,N/A,True,
781,The New Babylon,1929,N/A,30 Nov 1929,120 min,"Drama, History","Grigoriy Kozintsev, Leonid Trauberg","Grigoriy Kozintsev, Leonid Trauberg","David Gutman, Yelena Kuzmina, Andrei Kostrichkin, Sofiya Magarill","In the beginning of the industrial revolution, the Paris Commune was established in 1871 against the rich and the powerful, and violently repressed by the army that remained faithful to a ...","None, Russian",Soviet Union,N/A,https://m.media-amazon.com/images/M/MV5BMTQ3ODAwNDcxMV5BMl5BanBnXkFtZTgwNTU1NDc0MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,7.3,760,tt0020230,movie,N/A,N/A,Sovkino,N/A,True,
782,Fragment of an Empire,1929,N/A,25 Jan 1930,96 min,Drama,Fridrikh Ermler,"Fridrikh Ermler, Ekaterina Vinogradskaya","Emil Gal, Sergey Gerasimov, Yakov Gudkin, Ursula Krug","A story of a man who loses his memory during the First World War, regains it 10 years after the Russian Revolution and returns home to a new and alien St. Petersburg.","None, Russian",Soviet Union,1 win.,https://m.media-amazon.com/images/M/MV5BNjZjNmE4Y2YtYTQwZS00ODk0LWIwYzYtOWZjYTI1YmFmOTNhXkEyXkFqcGdeQXVyNDYxOTY1Njg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,356,tt0020232,movie,N/A,N/A,N/A,N/A,True,
783,On with the Show!,1929,Passed,13 Jul 1929,104 min,"Musical, Romance",Alan Crosland,"Humphrey Pearson (based on the play ""Shoestring"" by), Robert Lord (scenario)","Arthur Lake, Betty Compson, Joe E. Brown, Sally O'Neil","A musical advertised as the first 100% natural color, all-singing production. The plot concerns a wide-eyed former hatcheck girl who takes the place of a rebellious star.","English, French",USA,N/A,https://m.media-amazon.com/images/M/MV5BYWI0ZTdjZjYtMDJhMy00YmZlLWJiZmYtODdmMzMwMzY2ZDRjXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,266,tt0020238,movie,N/A,N/A,N/A,N/A,True,
784,Our Modern Maidens,1929,Passed,08 Sep 1929,76 min,"Drama, Comedy",Jack Conway,"Josephine Lovett (story and continuity by), Marian Ainslee (titles), Ruth Cummings (titles)","Joan Crawford, Rod La Rocque, Douglas Fairbanks Jr., Anita Page","A flapper charms a diplomat to procure her fiancé a career opportunity, while the fiancé starts a relationship with her best friend.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTk5NjQ2MDg3NV5BMl5BanBnXkFtZTgwNzE0NzM3NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,6.1,702,tt0020247,movie,03 Dec 2013,N/A,Metro-Goldwyn-Mayer,N/A,True,
785,The Pagan,1929,Passed,27 Apr 1929,83 min,Drama,W.S. Van Dyke,"John Russell (from the story by), Dorothy Farnum (scenario), John Howard Lawson (titles)","Ramon Novarro, Renée Adorée, Donald Crisp, Dorothy Janis",A carefree South Seas native falls for the half-caste ward of a religious white man who desires her for himself.,"None, English, Polynesian",USA,N/A,https://m.media-amazon.com/images/M/MV5BMjI2MTM2MDIyM15BMl5BanBnXkFtZTgwNDI0NzkxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,321,tt0020253,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,True,
786,Piccadilly,1929,Passed,01 Jun 1929,92 min,"Drama, Crime",Ewald André Dupont,Arnold Bennett (original screenplay),"Gilda Gray, Anna May Wong, Jameson Thomas, Cyril Ritchard","A young Chinese woman, working in the kitchen at a London dance club, is given the chance to become the club's main act which soon leads to a plot of betrayal, forbidden love and murder.",English,UK,1 win.,https://m.media-amazon.com/images/M/MV5BODYxODkyODc3MV5BMl5BanBnXkFtZTgwNjg4NzM0MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,7.1,"1,368",tt0020269,movie,01 Mar 2005,N/A,British International Pictures,N/A,True,
787,A Throw of Dice,1929,Not Rated,04 Jan 1930,74 min,"Adventure, Drama, Romance",Franz Osten,"Niranjan Pal (story), W.A. Burton (scenario), Max Jungk (scenario: German version)","Seeta Devi, Himanshu Rai, Charu Roy, Modhu Bose","Two neighboring Indian kingdoms are ruled by cousins - King Ranjit and King Sohat. Unbeknownst to Ranjit, Sohat is plotting to seize control of his kingdom.","None, English","UK, India, Germany",N/A,https://m.media-amazon.com/images/M/MV5BMTIyMjMxNDA1M15BMl5BanBnXkFtZTcwMDQ5MzM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.5,750,tt0020286,movie,N/A,N/A,N/A,N/A,True,
788,"Prividenie, kotoroe ne vozvrashchaetsya",1930,N/A,15 Mar 1930,67 min,Drama,Abram Room,"Henri Barbusse (novel), Valentin Turkin","Boris Ferdinandov, A. Filippov, Karl Gurnyak, Dmitriy Kara-Dmitriev","""The Ghost That Never Returns"" is an outstanding Soviet film by Abram Room, the director of Bed and Sofa (1927). Released to little notice in 1930, it joins other very late silents to show ...",None,Soviet Union,N/A,https://m.media-amazon.com/images/M/MV5BZGNiOGJlMTYtYzJiZi00MGI2LTkzMTAtODAzOTkxMjUyNzJkXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,192,tt0020293,movie,N/A,N/A,N/A,N/A,True,
789,Queen Kelly,1932,Passed,18 Oct 1932,101 min,Drama,"Erich von Stroheim, Richard Boleslawski","Erich von Stroheim (based on an original story by), Marian Ainslee (titles)","Gloria Swanson, Walter Byron, Seena Owen",A convent girl is abducted and seduced by a prince before being sent off to a brothel in East Africa.,N/A,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMjAyMjgxNzY1MF5BMl5BanBnXkFtZTgwMjc1MTczMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.1,"3,085",tt0020298,movie,N/A,N/A,Gloria Swanson Pictures,N/A,True,
790,The Racketeer,1929,Passed,09 Nov 1929,68 min,"Crime, Drama, Thriller",Howard Higgin,"Paul Gangelin (story), Paul Gangelin (screenplay), A.A. Kline (dialogue)","Robert Armstrong, Carole Lombard, Roland Drew, Paul Hurst",A dapper gangster sponsors an alcoholic violinist in order to win the love of a glamorous divorced socialite.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTFkMmVkY2ItOTkxZi00Mjg2LWI1ZWUtZjNmYTg1MWUzNjlkXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,360,tt0020305,movie,N/A,N/A,N/A,N/A,True,
791,Redskin,1929,N/A,23 Feb 1929,82 min,"Western, Adventure, Drama",Victor Schertzinger,"Julian Johnson (titles), Elizabeth Pickett (screenplay), Elizabeth Pickett (story)","Richard Dix, Julie Carter, Tully Marshall, George Regas",N/A,"None, English",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTg1MjQ3ODMzMl5BMl5BanBnXkFtZTgwOTE0NzM3NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,159,tt0020320,movie,N/A,N/A,N/A,N/A,True,
792,Rio Rita,1929,Passed,15 Sep 1929,140 min,"Adventure, Music, Romance, Western",Luther Reed,"Luther Reed (adapted by), Guy Bolton (book), Fred Thompson (book)","Bebe Daniels, John Boles, Bert Wheeler, Robert Woolsey","Capt. James Stewart pursues the bandit ""The Kinkajou"" over the Mexican border and falls in love with Rita. He suspects, that her brother is the bandit.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjAwNzUyMDE1N15BMl5BanBnXkFtZTgwOTc4NzE2MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,692,tt0020332,movie,01 Dec 2009,N/A,RKO Radio Pictures Inc.,N/A,True,
793,The River,1928,N/A,06 Oct 1929,84 min,"Drama, Romance",Frank Borzage,"John Hunter Booth (dialogue), Dwight Cummins, Philip Klein, Tristram Tupper (novel)","Charles Farrell, Mary Duncan, Ivan Linow, Margaret Mann","A naïve young man is working on a logging camp beside a turbulent river. When it closes for winter, he opts to stay for the experience. He meets a woman who was the girlfriend to the boss ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzEyZjRlNTYtZTQyOS00YzhiLWJkYTMtZjVjNzg2YjAzNTJjL2ltYWdlXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,548,tt0020335,movie,N/A,N/A,N/A,N/A,True,
794,Chasing Rainbows,1930,Passed,23 Feb 1930,96 min,"Comedy, Drama, Musical, Romance",Charles Reisner,"Robert E. Hopkins (story ""Road Show""), Bess Meredyth (story ""Road Show""), Wells Root (adaptation), Bess Meredyth (scenario), Al Boasberg (scenario), Kenyon Nicholson (dialogue), Charles Reisner (dialogue)","Bessie Love, Charles King, Jack Benny, George K. Arthur",The road-show troupe of a top Broadway show go cross-country while taking the audience along on the on-stage scenes as well as what happens and is happening back stage of the production. ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjI4NDI0MDQzM15BMl5BanBnXkFtZTcwNDc2NTk5Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,205,tt0020336,movie,N/A,N/A,MGM,N/A,True,
795,Rails,1931,N/A,05 Oct 1978,91 min,Drama,Mario Camerini,"Corrado D'Errico (story), Mario Camerini (adaptation), Corrado D'Errico (story and screenplay)","Käthe von Nagy, Maurizio D'Ancora, Daniele Crespi, Giacomo Moschini","A young honeymooning couple are lured away to a seaside resort by a high-society sleazeball, who has plans to seduce the girl, while at the same time her hubby in desperation stakes all his money on the roulette wheels.","None, Italian",Italy,N/A,https://m.media-amazon.com/images/M/MV5BZTVjMDM4MzgtZGEwOS00MjIzLTk3NDMtYjIyNTBhNTdkYzQ3XkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,102,tt0020344,movie,N/A,N/A,N/A,N/A,True,
796,Sally,1929,Passed,12 Jan 1930,103 min,Musical,John Francis Dillon,"Guy Bolton (author of Ziegfeld's musical comedy), Waldemar Young","Marilyn Miller, Alexander Gray, Joe E. Brown, T. Roy Barnes","Sally was an orphan who got her name from the telephone exchange where she was abandoned as a baby. In the orphanage, she discovered the joy of dancing and has been practicing since. ...","English, French",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTg5NDMzNjMwNF5BMl5BanBnXkFtZTgwODg1NTE3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,310,tt0020358,movie,16 Apr 2012,N/A,First National Pictures,N/A,True,
