,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
853,All These Sleepless Nights,2016,R,07 Apr 2017,100 min,"Documentary, Drama",Michal Marczak,"Michal Marczak, Katarzyna Szczerba","Krzysztof Baginski, Michal Huszcza, Eva Lebuef, Natalia Atmanska","A new era is coming, and Warsaw stands uncomfortably at its edge. Art school classmates Christopher and Michal, on the precipice of their own coming of age, restlessly roam their city's streets in search of living forever inside the beautiful moment. Never content with answers, they push each experience to its breaking point, testing what it might mean to be truly awake in a world that seems satisfied to be asleep.",Polish,"Poland, UK",5 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMjA0NDg5NTk5MF5BMl5BanBnXkFtZTgwOTcyMTkxMTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.6,"1,568",tt5146068,movie,11 Jul 2017,"$20,762",N/A,N/A,True
854,The Sleeping Dictionary,2003,R,31 Jan 2003,109 min,"Drama, Romance",Guy Jenkin,Guy Jenkin,"Jessica Alba, Brenda Blethyn, Hugh Dancy, Bob Hoskins","John Truscott goes to Borneo to work with the Iban. He reports to Henry Bullard, who gives him a ""sleeping dictionary""--one of the locals who teaches him the local language and culture. And who he gives John is Selima. And while teaching him, John finds himself attracted to her. And we says it's not allowed, both the locals and Bullard forbid him to be in a relationship with Selima. But he defies them which has dire consequences.",English,"UK, USA, Germany",4 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTA1NTE3Njk0MDJeQTJeQWpwZ15BbWU3MDMwOTQxMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.6,"8,167",tt0242888,movie,01 Jul 2008,N/A,"New Line Cinema, Jersey Films",N/A,True
855,Ace of Aces,1982,N/A,27 Oct 1982,100 min,"Adventure, Comedy, Sport",Gérard Oury,"Danièle Thompson (screenplay), Gérard Oury (screenplay), Horst Wendlandt (German dialogue)","Jean-Paul Belmondo, Marie-France Pisier, Rachid Ferrache, Frank Hoffmann","In this action comedy the French boxer Jo Cavalier is charmed on the train to Berlin for the Olympics in Hitler's Germany by the little boy Simon Rosenblum who asks his autograph; when it turns out his adorable young fan is a Jewish orphan in danger of persecution, he risks his one shot at Olympic glory to save Simon and his family, helped only by a German officer-gentleman who became his friend in World War I, by an adventurous escape to Switzerland, Nazi troops on their heals and braving impossible odds in roller coaster-style.","German, French","France, West Germany",N/A,https://m.media-amazon.com/images/M/MV5BYTU3NjlkZGYtY2Y2MC00ZTA5LTg4YTktNmRhZDk5YjZmZWY3XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}]",N/A,6.7,"3,250",tt0083580,movie,N/A,N/A,"Bavaria Film, Cerito Films, Rialto Film, Gaumont International",N/A,True
856,Spriggan,1998,R,05 Sep 1998,90 min,"Animation, Action, Adventure, Sci-Fi, Thriller","Hirotsugu Kawasaki, Katsuhiro Ôtomo","Yasutaka Itô (script), Hirotsugu Kawasaki (script), Ryoji Minagawa (manga), Hiroshi Takashige (manga)","Shôtarô Morikubo, Ryuji Aigase, Takehito Koyasu, Katsumi Suzuki","Yu is a young man who has a past he desperately wants to forget. His present is that he is a superhuman top agent for Arcan, an organization dedicated to protecting ancient artifacts to prevent them from falling into the wrong hands. However, he receives several bloody messages, culminating in the suicide of a friend, telling that Noah would be his death. In response, Yu travels to Turkey to visit the Arcan dig at Mount Arrat, where Noah's Ark is supposed to have rested. Along the way there and at the destination, he learns of forces of his past have returned to stop him and sieze control of the Ark, which turns out to be an alien device of ultimate power.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BZWExMzY1NGQtOGEyYy00OThlLWJiMTItOGY2MTliODMzNGY0L2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.6,"3,588",tt0164917,movie,N/A,"$25,824",N/A,N/A,True
857,Running Shaadi,2017,N/A,17 Feb 2017,114 min,"Comedy, Romance",Amit Roy,"Navjot Gulati (dialogue), Navjot Gulati, Amit Roy (dialogue), Amit Roy","Arsh Bajwa, Taapsee Pannu, Richa Meena, Amit Sadh","Two friends, Ram Bharose and tech genius Cyberjeet, create a website that helps lovers to elope. The site is an instant hit; young couples line up for the opportunity to escape strict families and run away with the ones they love.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BOGFiZDlkZjYtMDEzMy00NDYxLWI0YzItMDc3YTYyM2YyMDVhXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}]",N/A,6.6,"2,427",tt6296236,movie,30 Apr 2018,N/A,Crouching Tiger Motion Pictures,N/A,True
858,Luv Shuv Tey Chicken Khurana,2012,Not Rated,02 Nov 2012,140 min,Comedy,Sameer Sharma,"Sumit Batheja, Sameer Sharma","Kunal Kapoor, Huma Qureshi, Vinod Nagpal, Rajesh Sharma","Omi Khurana's London dream has just ended. On the run from a dangerous UK gangster who he owes money to, Omi returns to his native village in Punjab, pretending to be a well-heeled London lawyer. Much has changed since Omi ran away from home a decade back after stealing money from his doting grandfather, Darji. The old man has since become senile and most importantly, forgotten the secret recipe of ""Chicken Khurana"" a dish that made the Khurana dhaba (restaurant) famous across Punjab. Omi's childhood sweetheart, Harman is soon to be married to his cousin, Jeet, though neither seems too happy about it. Adding to the quirkiness of the Khurana family is a free loader uncle, Titu, who once did a stint at a mental asylum. Will Omi be able to cover his deceit and lies for long, even as he tries to recover the lost recipe of Chicken Khurana - the family's only hope to reclaim their pride & wealth.",Hindi,India,4 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2OTk3MTg2MV5BMl5BanBnXkFtZTcwNDY5MzY1OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}]",N/A,6.6,"3,654",tt2186933,movie,01 Oct 2018,"$143,507","Jar Pictures, UTV Motion Pictures",N/A,True
859,Sherlock Holmes and the Secret Weapon,1942,Approved,12 Feb 1943,68 min,"Adventure, Crime, Drama, Mystery, Thriller",Roy William Neill,"Edward T. Lowe Jr. (screenplay), Scott Darling (screenplay), Edmund L. Hartmann (screenplay), Arthur Conan Doyle (story ""The Dancing Men""), Scott Darling (adaptation), Edward T. Lowe Jr. (adaptation)","Basil Rathbone, Nigel Bruce, Lionel Atwill, Kaaren Verne","Working for the British government, Sherlock Holmes manages to spirit Dr. Franz Tobel out of Switzerland and into England before the GESTAPO are able to get to him. Tobel has devised an immensely accurate bomb site and while he is willing to make it available to the Allies, he insists on manufacturing it himself. Soon however, he vanishes and it is left to Homes, assisted by the bumbling Dr. Watson, to decipher a coded message he left behind. Holmes soon realizes that he is up against his old nemesis, Professor Moriarty.","English, French, Indonesian",USA,N/A,https://m.media-amazon.com/images/M/MV5BYzA5MWEwNzctMWYwOC00YTViLWFjYzMtM2MyNmY5NzNmNjRhXkEyXkFqcGdeQXVyMzUwMTgwMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}]",N/A,6.6,"5,507",tt0035317,movie,13 Oct 2012,N/A,Universal Pictures,N/A,True
860,Daughters of the Dust,1991,TV-PG,27 Dec 1991,113 min,"Drama, History, Romance",Julie Dash,Julie Dash,"Cora Lee Day, Alva Rogers, Barbarao, Trula Hoosier",Languid look at the Gullah culture of the sea islands off the coast of South Carolina and Georgia where African folk-ways were maintained well into the 20th Century and was one of the last bastions of these mores in America. Set in 1902.,"English, French","USA, Germany",4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjA4MDMxNzQ2NV5BMl5BanBnXkFtZTgwOTQwMTkwMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.6,"2,267",tt0104057,movie,11 Apr 2017,"$1,683,422","American Playhouse, WMG Film, Geechee Girls",N/A,True
861,Warsaw '44,2014,N/A,19 Sep 2014,130 min,"Drama, History, Romance, War",Jan Komasa,Jan Komasa,"Józef Pawlowski, Zofia Wichlacz, Anna Próchniak, Antoni Królikowski","A story of love, friendship and the pursuit of adventure during the bloody and brutal reality of the 1944 Warsaw Uprising.","Polish, German",Poland,13 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMjE5NTg4NDQyNl5BMl5BanBnXkFtZTgwMzM2Nzc4NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}]",N/A,6.6,"5,446",tt3765326,movie,29 Apr 2019,N/A,N/A,N/A,True
862,Sherlock Holmes and the Voice of Terror,1942,Passed,18 Sep 1942,65 min,"Crime, Mystery, Thriller",John Rawlins,"Lynn Riggs (screenplay), John Bright (screenplay), Arthur Conan Doyle (story ""His Last Bow""), Robert Hardy Andrews (adaptation)","Basil Rathbone, Nigel Bruce, Evelyn Ankers, Reginald Denny","When a Nazi saboteur jeeringly predicts to the nation new depredations, via their radio 'Voice of Terror', the Intellegence Inner Council summons Sherlock Holmes (Basil Rathbone) to help in the crisis. Holmes and his companion, Dr. Watson (Nigel Bruce), are visited the first night of their investigation; a man falls dying from a knife wound on their doorstep. His last word leads Holmes into the slums where he encounters Kitty (Evelyn Ankers), the sweetheart of the slain man.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYmM4ZDY0YjktMDUwOC00NzZmLWJmMWEtOGRhOTM0MWNjNzk4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}]",N/A,6.6,"4,196",tt0035318,movie,03 Jan 2019,N/A,Universal Pictures,N/A,True
863,Going in Style,2017,PG-13,07 Apr 2017,96 min,"Comedy, Crime",Zach Braff,"Theodore Melfi (screenplay by), Edward Cannon (based on the story by)","Michael Caine, Alan Arkin, Ann-Margret, Matt Dillon","A reboot of the 1979 movie that was directed by Martin Brest and featured George Burns, Art Carney, and Lee Strasberg. Three seniors, who are living social security check to check and even reduced to eating dog food at times, decide they have had enough. So, they plan to rob a bank...problem is, they don't even know how to handle a gun! A social commentary on growing old in America and what we are sometimes driven to, due to circumstances.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTc5Mzg3NjI4OF5BMl5BanBnXkFtZTgwNzA3Mzg4MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.6,"78,427",tt2568862,movie,01 Jan 2009,"$45,018,541",Warner Brothers/Seven Arts,N/A,True
864,I Am Your Father,2015,Not Rated,07 Jan 2017,83 min,"Documentary, Biography","Toni Bestard, Marcos Cabotá","Toni Bestard, Marcos Cabotá","Colm Meaney, Lou Ferrigno, Julian Owen, Marcus Hearn","David Prowse, the actor who played Darth Vader at the first Star Wars Trilogy, never revealed his face during the films. He could have done it only once at ""Return of the Jedi"", but something happened. Another actor did that sequence and that fact marked David Prowse life for ever. Thirty years later, a young filmmaker discovers why the producers took that decision, and is determined to pay Dave a deserved tribute, almost impossible.","English, Spanish",Spain,3 nominations.,https://m.media-amazon.com/images/M/MV5BYzc2YjQ1MDItNTFjZS00MjA4LWFiOTMtYzQ2NmNkZTgzNGYwXkEyXkFqcGdeQXVyMjIxNzI5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}]",N/A,6.6,"1,828",tt2949296,movie,18 Nov 2016,N/A,"Strange Friends, IB3 Televisió, Singular Audiovisual, Nova Televisió",N/A,True
865,The Miseducation of Cameron Post,2018,Not Rated,07 Sep 2018,91 min,Drama,Desiree Akhavan,"Desiree Akhavan (screenplay), Cecilia Frugiuele (screenplay), Emily M. Danforth (novel)","Chloë Grace Moretz, Steven Hauck, Quinn Shephard, Kerry Butler","In 1993, a teenage girl is forced into a gay conversion therapy center by her conservative guardians.",English,"USA, UK",5 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BNGI5ZDlkN2EtNTY5NC00ZDdjLTkzODktNzkwOGMwODcxZTI4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.6,"19,255",tt6257174,movie,06 Nov 2018,"$904,703","Parkville Pictures, Beachside Films",N/A,True
866,Barefoot,2014,PG-13,04 Sep 2014,90 min,"Comedy, Drama, Romance",Andrew Fleming,Stephen Zotnowski,"Evan Rachel Wood, Scott Speedman, Treat Williams, Kate Burton","The ""black sheep"" son of a wealthy family meets a young psychiatric patient who's been raised in isolation her entire life. He takes the naive young woman home for his brother's wedding to convince his family that he's finally straightened out his life. She impresses the family with her genuine, if unstable charm. Along the way they fall into an improbable love",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTg0NzIxOTgxM15BMl5BanBnXkFtZTgwMjA3NjY3MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22,6.6,"23,345",tt2355495,movie,02 Nov 2015,"$15,071",Filmax,N/A,True
867,The Adventures of Sebastian Cole,1998,R,23 Jan 1999,99 min,"Comedy, Drama",Tod Williams,Tod Williams,"Adrian Grenier, Clark Gregg, Aleksa Palladino, Margaret Colin","In June, 1983, in Dutchess County, New York, Sebastian Cole joins his mother, step-father, and sister for dinner. Hank, Sebastian's step-father, drops a bomb: he announces he's changing ...",English,USA,4 nominations.,https://m.media-amazon.com/images/M/MV5BZjg2NTkyZmMtZGE5Ni00MTViLTkxMzctZGQ2Zjg3YjZhYmZlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]",N/A,6.7,"1,831",tt0168449,movie,09 Jan 2017,"$100,841",Paramount,N/A,True
868,Super Dark Times,2017,Not Rated,29 Sep 2017,103 min,"Crime, Drama, Horror, Thriller",Kevin Phillips,"Ben Collins, Luke Piotrowski","Owen Campbell, Charlie Tahan, Elizabeth Cappuccino, Amy Hargreaves","Teenagers Zach and Josh have been best friends their whole lives, but when a gruesome accident leads to a cover-up, the secret drives a wedge between them and propels them down a rabbit hole of escalating paranoia and violence.",English,USA,4 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjA4NzU2ODA5OF5BMl5BanBnXkFtZTgwNTk1ODkwMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.6,"20,410",tt5112578,movie,03 Oct 2017,"$33,109","Lila 9th Productions, Ways &amp; Means, Higher Content, Neighborhood Watch, Om Films",N/A,True
869,Night Shift,1982,R,30 Jul 1982,106 min,Comedy,Ron Howard,"Lowell Ganz, Babaloo Mandel","Henry Winkler, Michael Keaton, Shelley Long, Gina Hecht","A nebbish of a morgue attendant gets shunted back to the night shift where he is shackled with an obnoxious neophyte partner who dreams of the ""one great idea"" for success. His life takes a bizarre turn when a prostitute neighbour complains about the loss of her pimp. His partner, upon hearing the situation, suggests that they fill that opening themselves using the morgue at night as their brothel. Against his better judgement, he gets talked into the idea, only to find that it's more than his boss that has objections to this bit of entrepreneurship.",English,USA,Nominated for 1 Golden Globe. Another 1 win.,https://m.media-amazon.com/images/M/MV5BOTFmMmM4Y2EtZDM3NC00NjhlLTkzODItMDk1NmY2NTNiOGU0L2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.6,"14,276",tt0084412,movie,27 Nov 2013,"$21,095,638",Ladd Company,N/A,True
870,Kairo,2001,R,09 Nov 2005,119 min,"Horror, Mystery, Sci-Fi, Thriller",Kiyoshi Kurosawa,Kiyoshi Kurosawa,"Haruhiko Katô, Kumiko Asô, Koyuki, Kurume Arisaka","After one of their friends commits suicide, strange things begin happening to a group of young Tokyo residents. One of them sees visions of his dead friend in the shadows on the wall, while another's computer keeps showing strange, ghostly images. Is their friend trying to contact them from beyond the grave, or is there something much more sinister going on?",Japanese,Japan,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BM2QyYmRlNjAtYTIzMC00Zjk5LWFmNTYtYzIxZDc2OTFiNmZiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.6,"17,497",tt0286751,movie,07 Feb 2017,"$51,420",Columbia,N/A,True
